time,neg_ns,pos_ns,neutral_ns,sum_pos_ns,sum_neg_ns,sum_pos_s,sum_neg_s,comp_ns,neg_s,pos_s,neu_s,comp_s,coin,open,close,high,low,label
1557100800.0,12,25,24,10.9059,-10.8424,57.6552,-19.1002,5.507900000000001,56,144,129,33.022800000000004,LTC,75.9,74.96,76.57,72.89,-1
1557187200.0,20,31,23,15.275900000000002,-15.262599999999996,102.46869999999996,-37.32899999999999,7.670400000000001,108,204,159,57.55999999999998,LTC,74.96,74.2,78.68,73.09,1
1557273600.0,12,34,22,17.497599999999995,-9.2996,84.3884,-28.3859,12.8478,76,169,129,51.352699999999984,LTC,74.2,74.56,76.54,74.32,-1
1557360000.0,23,38,46,19.1447,-18.8604,90.73299999999998,-33.130199999999995,9.766099999999998,97,207,231,48.32739999999998,LTC,74.56,74.06,76.84,73.38,1
1557446400.0,18,36,59,20.844100000000005,-15.453399999999993,114.8856,-30.0873,13.091599999999998,103,210,367,76.83939999999997,LTC,74.06,76.94,79.42,73.88,1
1557532800.0,48,150,163,74.93599999999995,-42.352399999999975,410.4451999999996,-81.4154,53.739600000000046,234,799,930,307.6403999999997,LTC,76.94,87.88,95.29,82.48,-1
1557619200.0,32,62,64,30.24029999999999,-27.283200000000008,165.32260000000014,-47.535,16.5446,153,341,352,103.5991,LTC,87.88,84.85,88.2,83.87,1
1557705600.0,57,113,116,56.15629999999997,-48.81379999999999,318.2602,-115.7317,31.831,317,627,668,178.56240000000003,LTC,84.85,87.67,96.64,86.88,1
1557792000.0,32,64,62,31.3562,-22.989000000000004,187.4707,-59.4723,19.858200000000007,204,388,418,116.60729999999981,LTC,87.67,91.45,93.45,88.18,1
1557878400.0,61,182,174,92.66359999999996,-53.11470000000003,644.4596000000005,-182.9855000000001,65.67779999999989,490,1223,1253,435.37549999999976,LTC,91.45,102.22,105.74,92.8,-1
1557964800.0,48,123,99,64.28569999999998,-45.8302,337.4172999999998,-97.1293,41.35769999999999,246,660,571,216.97300000000016,LTC,102.22,95.59,101.58,91.02,-1
1558051200.0,44,69,58,32.02889999999999,-36.266999999999996,218.59300000000007,-99.2589,13.777799999999996,285,453,296,101.35960000000006,LTC,95.59,89.94,91.63,86.62,-1
1558137600.0,8,17,31,8.6454,-6.407000000000001,41.6514,-12.538,5.4419,37,85,181,25.909900000000004,LTC,89.94,86.68,88.65,85.74,1
1558224000.0,27,56,49,28.4462,-24.085599999999985,159.1648999999999,-25.0611,16.4034,86,308,210,122.06099999999998,LTC,86.68,94.96,98.4,94.88,-1
